2.219203927014520572e-01,1.368214752624831998e-01,2.132511866919828969e-01,1.759028464494511723e-01,2.521040988946307015e-01
2.687643457784037460e-01,1.732365636882454707e-01,1.805320777808513966e-01,1.804403394945585104e-01,1.970266732579409041e-01
2.489471363830156048e-01,2.231060935253849076e-01,1.933303295634397900e-01,2.121789304964932787e-01,1.224375100316664466e-01
2.951746844640685818e-01,1.665273177764539092e-01,1.944643910965235256e-01,2.429916584521058520e-01,1.008419482108482146e-01
2.844057575776079982e-01,1.986107708019626827e-01,1.207966750936198264e-01,2.276900008919583995e-01,1.684967956348510376e-01
2.149497541418302904e-01,1.996521860394867565e-01,1.618435862911146716e-01,2.313083965044032686e-01,1.922460770231650407e-01
2.539326185106431377e-01,2.064379993587096007e-01,1.751331030825645507e-01,2.329158305061956313e-01,1.315804485418870240e-01
2.332496671417523537e-01,2.447083310529011846e-01,1.672718792863677750e-01,2.095054085730010118e-01,1.452647139459775916e-01
2.796638676206588681e-01,2.137258202528048434e-01,1.944921843204011624e-01,1.963011395372857015e-01,1.158169882688493135e-01
1.796633335824371347e-01,2.679587385680918254e-01,1.818342026486483021e-01,2.194457162152051444e-01,1.510980089856175379e-01
1.932553617716781802e-01,2.262231635725900636e-01,2.136413344501784106e-01,2.359327247660494009e-01,1.309474154395040002e-01
2.079218232714191983e-01,1.975697536406056665e-01,2.180742199305862605e-01,2.448645043100595164e-01,1.315696988473294138e-01
1.721773618197837696e-01,2.158612626922558619e-01,2.508646010893271772e-01,2.291522230877649502e-01,1.319445513108682411e-01
1.794214298150699771e-01,2.454574635097068191e-01,2.260460942429978193e-01,2.558333138292487874e-01,9.324169860297661094e-02
1.296804405234658064e-01,2.040905443803044950e-01,2.074866941031171252e-01,2.897152952401991777e-01,1.690270257529133957e-01
1.827339011851035755e-01,1.989206449798477661e-01,1.662969516466124009e-01,2.629271459388408116e-01,1.891213562495954459e-01
1.429874287633793317e-01,1.852075779790218202e-01,1.966310308548088193e-01,2.851492640889608521e-01,1.900246983138292878e-01
1.664184461729814879e-01,1.308185699405931546e-01,2.217237275983060252e-01,3.420033374262325121e-01,1.390359188618868480e-01
1.619609826317020551e-01,1.498325062842524313e-01,2.538860497105285274e-01,2.688803330944795622e-01,1.654401282790373406e-01
1.951841343551528329e-01,1.596358244112715541e-01,1.833987765392818547e-01,2.836759219092275242e-01,1.781053427850662341e-01
2.128553642988315064e-01,1.368553949152107596e-01,1.588969821803841997e-01,3.430328812537013494e-01,1.483593773518720738e-01
1.658597088020871968e-01,1.222744434623638521e-01,2.107925749527908010e-01,2.855979324989214030e-01,2.154753402838367193e-01
1.681951655861932404e-01,1.196409539713328279e-01,1.607942869359210158e-01,3.372558221311985904e-01,2.141137713753543392e-01
1.661551569614248824e-01,1.871360921822132484e-01,1.928938093532107101e-01,2.897797727357863118e-01,1.640351687673648751e-01
1.271833708305627197e-01,1.294061985262139336e-01,2.088175620541207478e-01,3.154444551495489413e-01,2.191484134395535743e-01
1.030365560000048447e-01,1.600586051733161597e-01,2.069184536812992692e-01,3.197961035529335860e-01,2.101902815924462375e-01
1.464159229777083071e-01,1.728744425420763176e-01,1.829468628440215350e-01,3.263980004841011140e-01,1.713647711520927819e-01
1.161942374062052835e-01,2.096955759707767597e-01,1.875188343811269587e-01,2.782513721114273086e-01,2.083399801304636201e-01
1.021607153201246482e-01,2.158230063329825976e-01,1.507194381932543681e-01,3.318876800437769448e-01,1.994091601098615385e-01
1.309994546231733614e-01,2.166765285728844415e-01,1.607698953280374266e-01,3.178623409268638844e-01,1.736917805490409694e-01
1.097592305083133352e-01,2.821931855109311438e-01,1.353329587830358338e-01,3.198665636157763115e-01,1.528480615819434452e-01
1.724429747316401917e-01,1.993582129268292036e-01,1.723620252587091950e-01,3.005630647326939520e-01,1.552737223501274577e-01
1.422267464298738737e-01,2.469992557490995888e-01,1.594144476368429542e-01,3.014400546584044549e-01,1.499194955257791839e-01
1.312006077774384161e-01,2.044881302614225682e-01,2.227229822097954726e-01,2.607174172804262446e-01,1.808708624709172152e-01
1.027236593958045646e-01,1.697980268432744966e-01,2.669472289294589906e-01,3.123861766550166119e-01,1.481449081764454334e-01
1.150324241526380076e-01,2.282909244184387898e-01,2.460646624437027585e-01,2.889069254001995213e-01,1.217050635850209783e-01
1.578267896766237521e-01,2.585020208688808552e-01,1.822217592677677911e-01,2.705854778450051401e-01,1.308639523417226280e-01
1.413089059774647605e-01,2.052236423321764092e-01,2.234293907193292683e-01,2.878386542506535251e-01,1.421994067203761203e-01
8.426848305976390729e-02,2.977557481135991169e-01,2.308434291050689424e-01,2.632114451211811645e-01,1.239208946003868550e-01
9.913904559578791409e-02,2.725867095404074791e-01,2.308856800258015929e-01,2.876688535207779784e-01,1.097197113172250771e-01
1.534017961809381880e-01,2.177173381652736661e-01,1.848949244849052709e-01,2.331388332725621571e-01,2.108471078963208289e-01
1.652269179190338777e-01,1.949344537595964211e-01,2.762820489913622723e-01,2.277374596582842914e-01,1.358191196717230820e-01
1.259367036692631836e-01,2.225873459653344433e-01,1.994785701675361456e-01,2.802116895978012390e-01,1.717856906000650719e-01
1.237958190522275986e-01,2.028828179171501822e-01,2.221582106359776820e-01,2.782776291415974268e-01,1.728855232530470132e-01
1.295298229666913825e-01,2.383111755510458341e-01,1.722610559835892896e-01,2.731360051851539072e-01,1.867619403135196143e-01
1.217663788245064993e-01,2.258669921493287047e-01,2.764006390647895106e-01,2.210858965965410150e-01,1.548800933648342149e-01
1.594857229514506647e-01,1.935320292000353160e-01,2.275414852954193989e-01,2.241060578676898063e-01,1.953347046854047864e-01
1.091237886353706721e-01,2.419591953388989802e-01,2.528544015411751666e-01,2.013063771906963284e-01,1.947562372938587971e-01
1.172616528915763762e-01,2.540166715032617373e-01,2.263276876548537819e-01,1.904465251079547616e-01,2.119474628423534401e-01
1.363001692350128968e-01,2.332850746339773240e-01,2.621732059086668287e-01,1.855332457622966003e-01,1.827083044600462669e-01
1.296976611839628646e-01,2.490474491903757193e-01,2.364198191966218054e-01,2.029217251943406519e-01,1.819133452346989588e-01
1.107428531711282665e-01,1.786756208947360980e-01,2.831796289441631531e-01,2.336689121061382712e-01,1.937329848838341972e-01
1.456942841523732601e-01,2.023017048670029128e-01,2.895794760862175354e-01,2.190746015102183475e-01,1.433499333841879719e-01
1.185169978827962656e-01,2.278269446641902896e-01,2.414669372711336914e-01,1.945318959692352578e-01,2.176572242126444956e-01
1.231301948883128800e-01,1.602457683732998739e-01,2.480044918883587690e-01,2.751464615367411048e-01,1.934730833132873307e-01
1.506928579019407854e-01,2.322301967697415481e-01,1.897162102499299063e-01,2.431658350959017834e-01,1.841948999824860878e-01
1.200104476384477453e-01,2.488031749508111123e-01,2.021941499870834880e-01,2.537213366771710610e-01,1.752708907464866628e-01
1.381207761047579807e-01,1.838754577471331808e-01,2.017412587447054706e-01,2.962304528852450214e-01,1.800320545181582355e-01
1.583791659110173888e-01,2.472623978694735991e-01,2.202706466966057042e-01,2.271693987388870573e-01,1.469183907840163894e-01
1.504115550992513595e-01,2.366801021385329107e-01,2.454242546326011465e-01,2.039405864160199477e-01,1.635435017135946356e-01
7.631348450390525173e-02,3.133467013032371073e-01,2.576498104056579308e-01,1.887792431431068174e-01,1.639107606440927956e-01
1.089513191295731764e-01,2.875081611949957261e-01,1.996062789444335295e-01,2.522530885539895351e-01,1.516811521770079774e-01
