1.768661156505167142e-01,2.032628350918819771e-01,2.150484228028667899e-01,2.418888942021937272e-01,1.629337322525408749e-01
1.511635592801772732e-01,2.353956676575429119e-01,1.781026917260953857e-01,2.388098427909458588e-01,1.965282385452385150e-01
1.571443691862697556e-01,2.188461374241664203e-01,2.108146390448239482e-01,2.505045926445216287e-01,1.626902617002182749e-01
1.629653848082591727e-01,2.159491218156186221e-01,1.743263325249731488e-01,3.210509050939804321e-01,1.257082557571687353e-01
1.630483924211546809e-01,1.920379274799808578e-01,1.747846468834500233e-01,3.220506792823530917e-01,1.480783539330613185e-01
1.540192390673678080e-01,2.020358474657071024e-01,1.612685324985785040e-01,2.809883707075154224e-01,2.016880102608311909e-01
1.870135820788637326e-01,1.698255049340419987e-01,1.971960207087627703e-01,2.854295927143341016e-01,1.605352995639974800e-01
1.701560735118499978e-01,1.705410543755513098e-01,2.050889552529580329e-01,3.022419208804930646e-01,1.519719959791475949e-01
1.979118588643925258e-01,1.955828612327304705e-01,1.918200752314271895e-01,2.638197329630636023e-01,1.508654717083862395e-01
1.804698411085637888e-01,1.726104721493679772e-01,1.657154621547830831e-01,3.176226072344668916e-01,1.635816173528182038e-01
1.989267962391157440e-01,2.035415705569050271e-01,1.531905302181431339e-01,2.948165257537284645e-01,1.495245772321076583e-01
1.612904063547054012e-01,2.172768193288769356e-01,1.449688004276986075e-01,3.360701565717675310e-01,1.403938173169514969e-01
1.850329940304861476e-01,1.899159055816353470e-01,1.638346399436541312e-01,3.027097239323949251e-01,1.585067365118294491e-01
2.189686505897323332e-01,1.671823024460495077e-01,1.820583491037938706e-01,3.070522829208691129e-01,1.247384149395552727e-01
1.545884582225077741e-01,1.465340575153675495e-01,1.916362455016255018e-01,3.454619980328773043e-01,1.617792407276218980e-01
1.655925555537240967e-01,1.634405686863693308e-01,1.523643180805711872e-01,3.682692960804941351e-01,1.503332615988412779e-01
2.163640200720371720e-01,1.607169078812099305e-01,1.496709266574881847e-01,3.261124761088814439e-01,1.471356692803833799e-01
1.851599516574755355e-01,1.614587598785662270e-01,1.357092655460790387e-01,4.022199495922620938e-01,1.154520733256172438e-01
1.959810448346275269e-01,1.594946160697594539e-01,1.519218239006108750e-01,3.576307329971272209e-01,1.349717821978749788e-01
1.575876847792380131e-01,1.706778139026847163e-01,1.615166240445280454e-01,3.375692320542299507e-01,1.726486452193192189e-01
2.118680805946770995e-01,1.534484440617541190e-01,1.799637531753001674e-01,3.126221391980423259e-01,1.420975829702263160e-01
1.763451242215242076e-01,2.068081571880387437e-01,1.305903981275716719e-01,3.122832923541399297e-01,1.739730281087255304e-01
1.936704911818080133e-01,1.718935390145706898e-01,1.259901061633608710e-01,3.277512760195302466e-01,1.806945876207302348e-01
1.940073496115661544e-01,1.772466845415082981e-01,1.525921180695223589e-01,3.058378261086531769e-01,1.703160216687500117e-01
2.173258853851687267e-01,1.587623210834973597e-01,1.469871384131959391e-01,3.280215769840846840e-01,1.489030781340531517e-01
2.850936273325597736e-01,1.311394793242801893e-01,1.546474425966369026e-01,2.825055882077885938e-01,1.466138625387346517e-01
2.370342935963959952e-01,1.291269821227487569e-01,1.712043736885385248e-01,3.169846988007686273e-01,1.456496517915480682e-01
2.134674519276418270e-01,1.681556562274020006e-01,1.510009590456703465e-01,2.942553938244011902e-01,1.731205389748846080e-01
2.190837775230338180e-01,1.825021109611059678e-01,1.464382778123791695e-01,3.049717734171920047e-01,1.470040602862890122e-01
2.137532067356426313e-01,1.163460338173446101e-01,1.757808069863778522e-01,3.312327183177649070e-01,1.628872341428700132e-01
1.711126806800912226e-01,1.080170004287051982e-01,2.178335815579351131e-01,3.169935286932459295e-01,1.860432086400225504e-01
2.185172148392508229e-01,1.412052138363875664e-01,1.594801713353321548e-01,2.989981222702013941e-01,1.817992777188280618e-01
1.657808773535525138e-01,1.498755702423715253e-01,1.711360137246669966e-01,3.557621960106955861e-01,1.574453426687133784e-01
1.737024492619721749e-01,1.403967004291639675e-01,2.041100347411562432e-01,3.123822437010609909e-01,1.694085718666466234e-01
2.037299054773594742e-01,1.770407175777335418e-01,1.505863821953164761e-01,3.859504750824947483e-01,8.269251966709584289e-02
1.854201769529889299e-01,1.811457303018007559e-01,1.164100921112760506e-01,3.935532560554397818e-01,1.234707445784944402e-01
2.234077919833795944e-01,2.197946096115056258e-01,1.453607611164141611e-01,3.216600836906165495e-01,8.977675359808409694e-02
1.885538075220584697e-01,1.643602687105390758e-01,1.147727487993972645e-01,4.206784301375050550e-01,1.116347448305000239e-01
2.465938172542522511e-01,1.388639092957706656e-01,1.724063573339704447e-01,3.173474208247340500e-01,1.247884952912724638e-01
1.820922364478262667e-01,1.263235789561326927e-01,2.040244392377024429e-01,3.446248424595931836e-01,1.429349028987454140e-01
1.857558307622787785e-01,1.808652589427955371e-01,1.782611086853683746e-01,3.195118466720227035e-01,1.356059549375347728e-01
1.920396010660585795e-01,1.135475795667608701e-01,2.010434203987693236e-01,3.177630638245958483e-01,1.756063351438154063e-01
1.855731316241604201e-01,1.840529747818972495e-01,1.969680021893117916e-01,3.101146100817034901e-01,1.232912813229270071e-01
1.569382291866450452e-01,1.692831799213634081e-01,1.658890793679042019e-01,3.714195559249482970e-01,1.364699555991391589e-01
2.544136097554832721e-01,1.579523513701071857e-01,1.444104478449518558e-01,3.056475517900477668e-01,1.375760392394098641e-01
1.983665597388589719e-01,2.009018494605862848e-01,1.552904903084890154e-01,3.697313776615299696e-01,7.570972283053574448e-02
1.715472596739852362e-01,2.199385808767943540e-01,1.326620978678003937e-01,3.840752146514938015e-01,9.177684692992625626e-02
1.770100516942069158e-01,1.952442571272972327e-01,2.010232741769190923e-01,3.362586284483215504e-01,9.046378855325515334e-02
1.789041274191141007e-01,2.272593740554562369e-01,1.502355828039138030e-01,3.335468929513953351e-01,1.100540227701205520e-01
2.201683606565026652e-01,2.215632709474739948e-01,1.125598879558656479e-01,3.182423577510534174e-01,1.274661226891042332e-01
2.061249311317706057e-01,2.382075200637389090e-01,6.975762952345573864e-02,3.360094812618235616e-01,1.499004380192112129e-01
1.946128399347676063e-01,1.988688655519276205e-01,1.125616464244947462e-01,3.397437065367662767e-01,1.542129415520438196e-01
